content,group,seg_tokens,pos_tags,word_pos_pairs,clean_tokens
那个老登跟我们的关系已经缓和了。,Group_Old,那个 老登 跟 我们 的 关系 已经 缓和 了 。,r x p r uj n d a ul x,那个/r 老登/x 跟/p 我们/r 的/uj 关系/n 已经/d 缓和/a 了/ul 。/x,"['关系', '缓和']"
这些死老登都疯了。,Group_Old,这些 死 老登 都 疯 了 。,r v x d v ul x,这些/r 死/v 老登/x 都/d 疯/v 了/ul 。/x,[]
这么厉害的女王，最后居然死于一个死老登之手。,Group_Old,这么 厉害 的 女王 ， 最后 居然 死 于 一个 死 老登 之 手 。,r a uj n x f d v p m v x u n x,这么/r 厉害/a 的/uj 女王/n ，/x 最后/f 居然/d 死/v 于/p 一个/m 死/v 老登/x 之/u 手/n 。/x,"['厉害', '女王']"
这个老登怎么还没死透？,Group_Old,这个 老登 怎么 还 没死 透 ？,r x r d v v x,这个/r 老登/x 怎么/r 还/d 没死/v 透/v ？/x,['没死']
你凭什么倚老卖老命令我给你让座？,Group_Old,你 凭 什么 倚老卖老 命令 我 给 你 让座 ？,r p r i n r p r v x,你/r 凭/p 什么/r 倚老卖老/i 命令/n 我/r 给/p 你/r 让座/v ？/x,"['倚老卖老', '命令', '让座']"
赶紧出一个视频，就叫“老登好难杀”。,Group_Old,赶紧 出 一个 视频 ， 就 叫 “ 老登 好 难 杀 ” 。,d v m n x d v x x a a v x x,赶紧/d 出/v 一个/m 视频/n ，/x 就/d 叫/v “/x 老登/x 好/a 难/a 杀/v ”/x 。/x,"['赶紧', '视频']"
那个老登拿罪证的时候跑得真快。,Group_Old,那个 老登 拿 罪证 的 时候 跑 得 真快 。,r x v n uj n v ud d x,那个/r 老登/x 拿/v 罪证/n 的/uj 时候/n 跑/v 得/ud 真快/d 。/x,"['罪证', '真快']"
我以为那个老登快死了，结果没死成，命真大。,Group_Old,我 以为 那个 老登 快死了 ， 结果 没死 成 ， 命 真 大 。,r c r x l x n v v x n d a x,我/r 以为/c 那个/r 老登/x 快死了/l ，/x 结果/n 没死/v 成/v ，/x 命/n 真/d 大/a 。/x,"['快死了', '没死']"
那个老登还是朝廷里一个位高权重的人物。,Group_Old,那个 老登 还是 朝廷 里 一个 位高权重 的 人物 。,r x c ns f m n uj n x,那个/r 老登/x 还是/c 朝廷/ns 里/f 一个/m 位高权重/n 的/uj 人物/n 。/x,"['朝廷', '位高权重', '人物']"
老而不死即是贼,Group_Old,老而不死 即是 贼,i c n,老而不死/i 即是/c 贼/n,"['老而不死', '即是']"
人一旦越过新人美时期就彻底变味了！老而受辱！老而不死必为贼！收拾收拾跳了吧,Group_Old,人 一旦 越过 新人 美 时期 就 彻底 变味 了 ！ 老 而 受辱 ！ 老而不死 必为 贼 ！ 收拾 收拾 跳 了 吧,n d d n ns n d ad n ul x a c v x i d n x v v v ul y,人/n 一旦/d 越过/d 新人/n 美/ns 时期/n 就/d 彻底/ad 变味/n 了/ul ！/x 老/a 而/c 受辱/v ！/x 老而不死/i 必为/d 贼/n ！/x 收拾/v 收拾/v 跳/v 了/ul 吧/y,"['越过', '新人', '时期', '变味', '受辱', '老而不死', '必为', '收拾', '收拾']"
我不行了这个老不死的,Group_Old,我 不行 了 这个 老不死的,r v ul r x,我/r 不行/v 了/ul 这个/r 老不死的/x,"['不行', '老不死的']"
一死淳羽家族就完蛋了老而不死是为贼淳羽陶可很清楚保住小命的垂要性其实罗峰和石风雄,Group_Old,一 死 淳羽 家族 就 完蛋 了 老而不死 是 为 贼 淳 羽 陶 可 很 清楚 保住 小命 的 垂要 性 其实 罗峰 和 石风雄,m v nr nz d v ul i v p n ag nr nr v d a v n uj v n d nr c nr,一/m 死/v 淳羽/nr 家族/nz 就/d 完蛋/v 了/ul 老而不死/i 是/v 为/p 贼/n 淳/ag 羽/nr 陶/nr 可/v 很/d 清楚/a 保住/v 小命/n 的/uj 垂要/v 性/n 其实/d 罗峰/nr 和/c 石风雄/nr,"['淳羽', '家族', '完蛋', '老而不死', '保住', '小命', '垂要', '罗峰', '石风雄']"
挺好的，老而不死的僵尸圈子反正也不需要活人观众，内部自循环呗，以后拍烂片洗钱的手法不能用了,Group_Old,挺 好 的 ， 老而不死 的 僵尸 圈子 反正 也 不 需要 活人 观众 ， 内部 自 循环 呗 ， 以后 拍 烂片 洗钱 的 手法 不能 用 了,d a uj x i uj n n d d d v n n x f p vn y x f v n v uj n v p ul,挺/d 好/a 的/uj ，/x 老而不死/i 的/uj 僵尸/n 圈子/n 反正/d 也/d 不/d 需要/v 活人/n 观众/n ，/x 内部/f 自/p 循环/vn 呗/y ，/x 以后/f 拍/v 烂片/n 洗钱/v 的/uj 手法/n 不能/v 用/p 了/ul,"['老而不死', '僵尸', '圈子', '反正', '活人', '观众', '内部', '循环', '烂片', '洗钱', '手法']"
老而不死比老不死更好听一点孩这个嘴毒,Group_Old,老而不死 比 老不死 更好 听 一点 孩 这个 嘴毒,i p i d v m n r n,老而不死/i 比/p 老不死/i 更好/d 听/v 一点/m 孩/n 这个/r 嘴毒/n,"['老而不死', '老不死', '更好', '一点', '嘴毒']"
退而不休，老而不死，成天爹味十足,Group_Old,退 而 不休 ， 老而不死 ， 成天 爹 味十足,v c v x i x t n i,退/v 而/c 不休/v ，/x 老而不死/i ，/x 成天/t 爹/n 味十足/i,"['不休', '老而不死', '成天', '味十足']"
瑞幸的冰块像那种又老又坏的坏老人很难死老不死的嗯对我今天下午三点点了一杯到六点都没化,Group_Old,瑞幸 的 冰块 像 那种 又 老 又 坏 的 坏 老人 很 难 死 老不死的 嗯 对 我 今天下午 三 点点 了 一杯 到 六点 都 没化,nr uj n v r d a d a uj a n d a v x e p r nr m n ul m v m d v,瑞幸/nr 的/uj 冰块/n 像/v 那种/r 又/d 老/a 又/d 坏/a 的/uj 坏/a 老人/n 很/d 难/a 死/v 老不死的/x 嗯/e 对/p 我/r 今天下午/nr 三/m 点点/n 了/ul 一杯/m 到/v 六点/m 都/d 没化/v,"['瑞幸', '冰块', '那种', '老不死的', '今天下午', '点点', '一杯', '六点', '没化']"
老而不死小而不大,Group_Old,老而不死 小 而 不大,i a c a,老而不死/i 小/a 而/c 不大/a,"['老而不死', '不大']"
有时候是真不知道该怪有人太老而不死还是有人太弱不禁风,Group_Old,有时候 是 真不知道 该 怪 有人 太 老而不死 还是 有人 太 弱不禁风,l v i r v r d i c r d i,有时候/l 是/v 真不知道/i 该/r 怪/v 有人/r 太/d 老而不死/i 还是/c 有人/r 太/d 弱不禁风/i,"['有时候', '真不知道', '有人', '老而不死', '有人', '弱不禁风']"
老而不死，是谓之贼。,Group_Old,老而不死 ， 是 谓之 贼 。,i x v n n x,老而不死/i ，/x 是/v 谓之/n 贼/n 。/x,"['老而不死', '谓之']"
呵，老而不死是为妖。看破不说破，多看好自己的孩子。,Group_Old,呵 ， 老而不死 是 为 妖 。 看破 不 说破 ， 多 看好 自己 的 孩子 。,y x i v p n x v d v x m v r uj n x,呵/y ，/x 老而不死/i 是/v 为/p 妖/n 。/x 看破/v 不/d 说破/v ，/x 多/m 看好/v 自己/r 的/uj 孩子/n 。/x,"['老而不死', '看破', '说破', '看好']"
老而不死是为妖，男的叫妖怪，女的叫妖精！自然长寿的也有很多，靠手段的那叫延寿。,Group_Old,老而不死 是 为 妖 ， 男 的 叫 妖怪 ， 女 的 叫 妖精 ！ 自然 长寿 的 也 有 很多 ， 靠 手段 的 那 叫 延寿 。,i v p n x b uj v n x b uj v n x d ns uj d v m x v n uj r v nr x,老而不死/i 是/v 为/p 妖/n ，/x 男/b 的/uj 叫/v 妖怪/n ，/x 女/b 的/uj 叫/v 妖精/n ！/x 自然/d 长寿/ns 的/uj 也/d 有/v 很多/m ，/x 靠/v 手段/n 的/uj 那/r 叫/v 延寿/nr 。/x,"['老而不死', '妖怪', '妖精', '自然', '长寿', '很多', '手段', '延寿']"
老而不死是为妖,Group_Old,老而不死 是 为 妖,i v p n,老而不死/i 是/v 为/p 妖/n,['老而不死']
老而不死是为贼。,Group_Old,老而不死 是 为 贼 。,i v p n x,老而不死/i 是/v 为/p 贼/n 。/x,['老而不死']
老而不死，爹味还重，玩游戏看着也让人倒胃口，活着干啥,Group_Old,老而不死 ， 爹 味 还 重 ， 玩游戏 看着 也 让 人 倒胃口 ， 活着 干 啥,i x n ng d a x n v d v n n x v v r,老而不死/i ，/x 爹/n 味/ng 还/d 重/a ，/x 玩游戏/n 看着/v 也/d 让/v 人/n 倒胃口/n ，/x 活着/v 干/v 啥/r,"['老而不死', '玩游戏', '倒胃口', '活着']"
老而不死为贼,Group_Old,老而不死 为 贼,i p n,老而不死/i 为/p 贼/n,['老而不死']
老而不死是力贼。,Group_Old,老而不死 是 力 贼 。,i v n n x,老而不死/i 是/v 力/n 贼/n 。/x,['老而不死']
恨明月高悬老而不死，丁三石梦里是不是恨得牙都要咬碎了,Group_Old,恨 明月 高悬 老而不死 ， 丁三石 梦 里 是不是 恨 得 牙 都 要 咬碎 了,v t nr i x nr n f l v ud n d v v ul,恨/v 明月/t 高悬/nr 老而不死/i ，/x 丁三石/nr 梦/n 里/f 是不是/l 恨/v 得/ud 牙/n 都/d 要/v 咬碎/v 了/ul,"['明月', '高悬', '老而不死', '丁三石', '咬碎']"
老而不死视为贼,Group_Old,老而不死 视为 贼,i v n,老而不死/i 视为/v 贼/n,"['老而不死', '视为']"
有的人老而不死则为贼,Group_Old,有 的 人 老而不死 则 为 贼,v uj n i d p n,有/v 的/uj 人/n 老而不死/i 则/d 为/p 贼/n,['老而不死']
老而不死为贼，碰上你们这几个老不死的逼人，肯定是我上辈子作孽太多,Group_Old,老而不死 为 贼 ， 碰上 你们 这 几个 老不死的 逼人 ， 肯定 是 我 上辈子 作孽 太 多,i p n x v r r m x v x v v r l n d m,老而不死/i 为/p 贼/n ，/x 碰上/v 你们/r 这/r 几个/m 老不死的/x 逼人/v ，/x 肯定/v 是/v 我/r 上辈子/l 作孽/n 太/d 多/m,"['老而不死', '碰上', '老不死的', '逼人', '肯定', '上辈子', '作孽']"
老而不死是为*,Group_Old,老而不死 是 为 *,i v p x,老而不死/i 是/v 为/p */x,['老而不死']
老而不死贼，陷困众心灰。理梦无声叹，泪别思雨悲。,Group_Old,老而不死 贼 ， 陷困 众 心灰 。 理梦 无声 叹 ， 泪别 思雨 悲 。,i n x v n n x n d zg x n n a x,老而不死/i 贼/n ，/x 陷困/v 众/n 心灰/n 。/x 理梦/n 无声/d 叹/zg ，/x 泪别/n 思雨/n 悲/a 。/x,"['老而不死', '陷困', '心灰', '理梦', '无声', '泪别', '思雨']"
最讨厌老登了！老而不死视为贼！！！！,Group_Old,最 讨厌 老登 了 ！ 老而不死 视为 贼 ！ ！ ！ ！,d v x ul x i v n x x x x,最/d 讨厌/v 老登/x 了/ul ！/x 老而不死/i 视为/v 贼/n ！/x ！/x ！/x ！/x,"['讨厌', '老而不死', '视为']"
竞男什么时候能明白，这里根本没有什么老将不死薪火相传，有的只是老而不死既为贼,Group_Old,竞 男 什么 时候 能 明白 ， 这里 根本 没有 什么 老将 不 死 薪火相传 ， 有 的 只是 老而不死 既为 贼,vg n r n v nr x r a v r n d v n x v uj c i c n,竞/vg 男/n 什么/r 时候/n 能/v 明白/nr ，/x 这里/r 根本/a 没有/v 什么/r 老将/n 不/d 死/v 薪火相传/n ，/x 有/v 的/uj 只是/c 老而不死/i 既为/c 贼/n,"['明白', '老将', '薪火相传', '老而不死', '既为']"
最近到底是老而不死的老登克我还是自行车克我？,Group_Old,最近 到底 是 老而不死 的 老登 克 我 还是 自行车 克 我 ？,f d v i uj x q r c n q r x,最近/f 到底/d 是/v 老而不死/i 的/uj 老登/x 克/q 我/r 还是/c 自行车/n 克/q 我/r ？/x,"['到底', '老而不死', '自行车']"
老而不死，是谓之贼。都得死。,Group_Old,老而不死 ， 是 谓之 贼 。 都 得 死 。,i x v n n x d ud v x,老而不死/i ，/x 是/v 谓之/n 贼/n 。/x 都/d 得/ud 死/v 。/x,"['老而不死', '谓之']"
子曰：幼而不孙弟，长而无述焉，老而不死是为贼。出自,Group_Old,子 曰 ： 幼 而 不 孙弟 ， 长 而 无述 焉 ， 老而不死 是 为 贼 。 出自,ng vg x ag c d nr x a c b v x i v p n x v,子/ng 曰/vg ：/x 幼/ag 而/c 不/d 孙弟/nr ，/x 长/a 而/c 无述/b 焉/v ，/x 老而不死/i 是/v 为/p 贼/n 。/x 出自/v,"['孙弟', '无述', '老而不死', '出自']"
幼而不孙弟，长而无述焉，老而不死，是为贼。孔子说的对呀。,Group_Old,幼 而 不 孙弟 ， 长 而 无述 焉 ， 老而不死 ， 是 为 贼 。 孔子 说 的 对 呀 。,ag c d nr x a c b v x i x v p n x nr v uj p y x,幼/ag 而/c 不/d 孙弟/nr ，/x 长/a 而/c 无述/b 焉/v ，/x 老而不死/i ，/x 是/v 为/p 贼/n 。/x 孔子/nr 说/v 的/uj 对/p 呀/y 。/x,"['孙弟', '无述', '老而不死', '孔子']"
老而不死就是尼玛妖讨人嫌的要死滚,Group_Old,老而不死 就是 尼玛 妖 讨人嫌 的 要死 滚,i d nrt n l uj v v,老而不死/i 就是/d 尼玛/nrt 妖/n 讨人嫌/l 的/uj 要死/v 滚/v,"['老而不死', '尼玛', '讨人嫌', '要死']"
老而不死的吸血鬼,Group_Old,老而不死 的 吸血鬼,i uj n,老而不死/i 的/uj 吸血鬼/n,"['老而不死', '吸血鬼']"
我看人太准了，一直不喜欢这女的，这些人只是老了，坏人变老了，就自动升为德艺双馨的老艺术家,Group_Old,我 看 人 太 准 了 ， 一直 不 喜欢 这 女 的 ， 这些 人 只是 老 了 ， 坏人变老 了 ， 就 自动 升 为 德艺双馨 的 老 艺术家,r v n d a ul x d d v r b uj x r n c a ul x x ul x d vn zg p nr uj n n,我/r 看/v 人/n 太/d 准/a 了/ul ，/x 一直/d 不/d 喜欢/v 这/r 女/b 的/uj ，/x 这些/r 人/n 只是/c 老/a 了/ul ，/x 坏人变老/x 了/ul ，/x 就/d 自动/vn 升/zg 为/p 德艺双馨/nr 的/uj 老/n 艺术家/n,"['喜欢', '坏人变老', '自动', '德艺双馨', '艺术家']"
到底是老人变坏了还是坏人变老了,Group_Old,到底 是 老人 变坏 了 还是 坏人变老 了,d v n v ul c x ul,到底/d 是/v 老人/n 变坏/v 了/ul 还是/c 坏人变老/x 了/ul,"['到底', '变坏', '坏人变老']"
老不死是们舰队深柜吧,Group_Old,老不死 是 们 舰队 深 柜 吧,i v k n a ng y,老不死/i 是/v 们/k 舰队/n 深/a 柜/ng 吧/y,"['老不死', '舰队']"
一群老不死的再串打死,Group_Old,一群 老不死的 再 串 打死,m x d v v,一群/m 老不死的/x 再/d 串/v 打死/v,"['老不死的', '打死']"
行了老不死的道歉了梅奔什么时候给被迫关闭社媒的女神道歉,Group_Old,行 了 老不死的 道歉 了 梅奔 什么 时候 给 被迫 关闭 社媒 的 女神 道歉,v ul x v ul nr r n p d v n uj n v,行/v 了/ul 老不死的/x 道歉/v 了/ul 梅奔/nr 什么/r 时候/n 给/p 被迫/d 关闭/v 社媒/n 的/uj 女神/n 道歉/v,"['老不死的', '道歉', '梅奔', '被迫', '关闭', '社媒', '女神', '道歉']"
迪奥和加侬多夫一样两个老不死的祸害了多少代人数不过来,Group_Old,迪奥 和加侬 多夫 一样 两个 老不死的 祸害 了 多少 代 人数 不 过来,nr nr nrt r m x n ul m q n d t,迪奥/nr 和加侬/nr 多夫/nrt 一样/r 两个/m 老不死的/x 祸害/n 了/ul 多少/m 代/q 人数/n 不/d 过来/t,"['迪奥', '和加侬', '多夫', '老不死的', '祸害', '人数']"
吗的看着帮老不死的东西说话我真的要吐了去死吧庄子孔子老子管子去死吧黑格尔海德格尔斯宾诺莎亚里士多德,Group_Old,吗 的 看着 帮 老不死的 东西 说话 我 真的 要 吐 了 去死吧 庄子 孔子 老子 管子 去死吧 黑格尔 海德格尔 斯宾诺莎 亚里士多德,y uj v v x ns v r d v v ul n nr nr n n n nr nrt nrt nrt,吗/y 的/uj 看着/v 帮/v 老不死的/x 东西/ns 说话/v 我/r 真的/d 要/v 吐/v 了/ul 去死吧/n 庄子/nr 孔子/nr 老子/n 管子/n 去死吧/n 黑格尔/nr 海德格尔/nrt 斯宾诺莎/nrt 亚里士多德/nrt,"['老不死的', '说话', '去死吧', '庄子', '孔子', '老子', '管子', '去死吧', '黑格尔', '海德格尔', '斯宾诺莎', '亚里士多德']"
一群老不死的东西。开远光灯妈死完了压线的妈死完了,Group_Old,一群 老不死的 东西 。 开 远光灯 妈 死 完 了 压线 的 妈 死 完 了,m x ns x v n n v v ul n uj n v v ul,一群/m 老不死的/x 东西/ns 。/x 开/v 远光灯/n 妈/n 死/v 完/v 了/ul 压线/n 的/uj 妈/n 死/v 完/v 了/ul,"['老不死的', '远光灯', '压线']"
我要赶紧润可我年轻的薅这群老不死的,Group_Old,我 要 赶紧 润 可 我 年轻 的 薅 这 群 老不死的,r v d v v r a uj v r q x,我/r 要/v 赶紧/d 润/v 可/v 我/r 年轻/a 的/uj 薅/v 这/r 群/q 老不死的/x,"['赶紧', '年轻', '老不死的']"
楼下的老不死不得好死,Group_Old,楼下 的 老不死 不得好死,s uj i a,楼下/s 的/uj 老不死/i 不得好死/a,"['楼下', '老不死', '不得好死']"
这是哪个老不死的专家放的畜生屁,Group_Old,这 是 哪个 老不死的 专家 放 的 畜生 屁,r v r x n v uj n n,这/r 是/v 哪个/r 老不死的/x 专家/n 放/v 的/uj 畜生/n 屁/n,"['老不死的', '专家', '畜生']"
老不死的皇完了,Group_Old,老不死的 皇 完 了,x ng v ul,老不死的/x 皇/ng 完/v 了/ul,['老不死的']
专家多生点，可以变成老不死，造福人类！,Group_Old,专家 多 生点 ， 可以 变成 老不死 ， 造福人类 ！,n m n x c v i x n x,专家/n 多/m 生点/n ，/x 可以/c 变成/v 老不死/i ，/x 造福人类/n ！/x,"['专家', '生点', '老不死', '造福人类']"
畜生不如的老不死你出网点就立马死你死祖宗十八代了你,Group_Old,畜生 不如 的 老不死 你 出 网点 就 立马 死 你 死 祖宗 十八代 了 你,n c uj i r v n d ns v r v nr m ul r,畜生/n 不如/c 的/uj 老不死/i 你/r 出/v 网点/n 就/d 立马/ns 死/v 你/r 死/v 祖宗/nr 十八代/m 了/ul 你/r,"['畜生', '老不死', '网点', '立马', '祖宗', '十八代']"
老不死的吃饭中间我也得骂死他收起没用的同情心，要不然会成为那最后一根稻草,Group_Old,老不死的 吃饭 中间 我 也 得 骂 死 他 收起 没用 的 同情心 ， 要不然 会 成为 那 最后 一根 稻草,x v f r d ud v v r v v uj n x c v v r f m n,老不死的/x 吃饭/v 中间/f 我/r 也/d 得/ud 骂/v 死/v 他/r 收起/v 没用/v 的/uj 同情心/n ，/x 要不然/c 会/v 成为/v 那/r 最后/f 一根/m 稻草/n,"['老不死的', '吃饭', '收起', '没用', '同情心', '一根', '稻草']"
老不死和护工不可言说的二三事,Group_Old,老不死 和 护工 不可 言说 的 二三 事,i c n v n uj m n,老不死/i 和/c 护工/n 不可/v 言说/n 的/uj 二三/m 事/n,"['老不死', '护工', '言说', '二三']"
老不死的赶紧脑梗知道什么是好什么是坏吗别以为老了就能为所欲为,Group_Old,老不死的 赶紧 脑梗 知道 什么 是 好 什么 是 坏 吗 别以为 老 了 就 能 为所欲为,x d n v r v a r v a y nr a ul d v i,老不死的/x 赶紧/d 脑梗/n 知道/v 什么/r 是/v 好/a 什么/r 是/v 坏/a 吗/y 别以为/nr 老/a 了/ul 就/d 能/v 为所欲为/i,"['老不死的', '赶紧', '脑梗', '别以为', '为所欲为']"
又是哪个专家闲的这边建议你先实行哈验证看看是不是不老不死,Group_Old,又 是 哪个 专家 闲 的 这边 建议 你 先 实行 哈 验证 看看 是不是 不 老不死,d v r n v uj r n r d v nr v v l d i,又/d 是/v 哪个/r 专家/n 闲/v 的/uj 这边/r 建议/n 你/r 先/d 实行/v 哈/nr 验证/v 看看/v 是不是/l 不/d 老不死/i,"['专家', '建议', '实行', '验证', '老不死']"
